Сценарий;Стратегия;Шаг;Джини (задачи);Джини (энергия)
max;Минимизация ВрЗ;2;0.453801;0.433959
max;Минимизация ВрЗ;3;0.453801;0.433959
max;Минимизация ВрЗ;4;0.453801;0.433959
max;Минимизация ВрЗ;5;0.453801;0.433959
max;Минимизация ВрЗ;6;0.453801;0.433959
max;Минимизация ВрЗ;7;0.453801;0.433959
max;Минимизация ВрЗ;8;0.453801;0.433959
max;Минимизация ВрЗ;9;0.453801;0.433959
max;Минимизация ВрЗ;10;0.453801;0.433959
max;Минимизация ВрЗ;11;0.453801;0.433959
max;Минимизация ВрЗ;12;0.453801;0.433959
max;Минимизация ВрЗ;13;0.453801;0.433959
max;Минимизация ВрЗ;14;0.453801;0.433959
max;Минимизация ВрЗ;15;0.453801;0.433959
max;Минимизация ВрЗ;16;0.453801;0.433959
max;Минимизация ВрЗ;17;0.453801;0.433959
max;Минимизация ВрЗ;18;0.453801;0.433959
max;Минимизация ВрЗ;19;0.453801;0.433959
max;Минимизация ВрЗ;20;0.453801;0.433959
max;Минимизация ВрЗ;21;0.453801;0.433959
max;Минимизация ВрЗ;22;0.453801;0.433959
max;Минимизация ВрЗ;23;0.453801;0.433959
max;Минимизация ВрЗ;24;0.453801;0.433959
max;Минимизация ВрЗ;25;0.453801;0.433959
max;Минимизация ВрЗ;26;0.453801;0.433959
max;Минимизация ВрЗ;27;0.453801;0.433959
max;Минимизация ВрЗ;28;0.453801;0.433959
max;Минимизация ВрЗ;29;0.453801;0.433959
max;Минимизация ВрЗ;30;0.453801;0.433959
max;Прямого перебора;1;0.000000;0.118090
max;Прямого перебора;2;0.000000;0.118090
max;Прямого перебора;3;0.000000;0.118090
max;Прямого перебора;4;0.000000;0.118090
max;Прямого перебора;5;0.000000;0.118090
max;Прямого перебора;6;0.000000;0.118090
max;Прямого перебора;7;0.000000;0.118090
max;Прямого перебора;8;0.000000;0.118090
max;Прямого перебора;9;0.000000;0.118090
max;Прямого перебора;10;0.000000;0.118090
max;Прямого перебора;11;0.000000;0.118090
max;Прямого перебора;12;0.000000;0.118090
max;Прямого перебора;13;0.000000;0.118090
max;Прямого перебора;14;0.000000;0.118090
max;Прямого перебора;15;0.000000;0.118090
max;Прямого перебора;16;0.000000;0.118090
max;Прямого перебора;17;0.000000;0.118090
max;Прямого перебора;18;0.000000;0.118090
max;Прямого перебора;19;0.000000;0.118090
max;Прямого перебора;20;0.000000;0.118090
max;Прямого перебора;21;0.000000;0.118090
max;Прямого перебора;22;0.000000;0.118090
max;Прямого перебора;23;0.000000;0.118090
max;Прямого перебора;24;0.000000;0.118090
max;Прямого перебора;25;0.000000;0.118090
max;Прямого перебора;26;0.000000;0.118090
max;Прямого перебора;27;0.000000;0.118090
max;Прямого перебора;28;0.000000;0.118090
max;Прямого перебора;29;0.000000;0.118090
max;Прямого перебора;30;0.000000;0.118090
max;Рыночных методов;1;0.353216;0.341978
max;Рыночных методов;2;0.353216;0.341978
max;Рыночных методов;3;0.353216;0.341978
max;Рыночных методов;4;0.353216;0.341978
max;Рыночных методов;5;0.353216;0.341978
max;Рыночных методов;6;0.353216;0.341978
max;Рыночных методов;7;0.353216;0.341978
max;Рыночных методов;8;0.353216;0.341978
max;Рыночных методов;9;0.353216;0.341978
max;Рыночных методов;10;0.353216;0.341978
max;Рыночных методов;11;0.353216;0.341978
max;Рыночных методов;12;0.353216;0.341978
max;Рыночных методов;13;0.353216;0.341978
max;Рыночных методов;14;0.353216;0.341978
max;Рыночных методов;15;0.353216;0.341978
max;Рыночных методов;16;0.353216;0.341978
max;Рыночных методов;17;0.353216;0.341978
max;Рыночных методов;18;0.353216;0.341978
max;Рыночных методов;19;0.353216;0.341978
max;Рыночных методов;20;0.353216;0.341978
max;Рыночных методов;21;0.353216;0.341978
max;Рыночных методов;22;0.353216;0.341978
max;Рыночных методов;23;0.353216;0.341978
max;Рыночных методов;24;0.353216;0.341978
max;Рыночных методов;25;0.353216;0.341978
max;Рыночных методов;26;0.353216;0.341978
max;Рыночных методов;27;0.353216;0.341978
max;Рыночных методов;28;0.353216;0.341978
max;Рыночных методов;29;0.353216;0.341978
max;Рыночных методов;30;0.353216;0.341978
max;Энергосберегающая;1;0.336842;0.328922
max;Энергосберегающая;2;0.336842;0.328922
max;Энергосберегающая;3;0.336842;0.328922
max;Энергосберегающая;4;0.336842;0.328922
max;Энергосберегающая;5;0.336842;0.328922
max;Энергосберегающая;6;0.336842;0.328922
max;Энергосберегающая;7;0.336842;0.328922
max;Энергосберегающая;8;0.336842;0.328922
max;Энергосберегающая;9;0.336842;0.328922
max;Энергосберегающая;10;0.336842;0.328922
max;Энергосберегающая;11;0.336842;0.328922
max;Энергосберегающая;12;0.336842;0.328922
max;Энергосберегающая;13;0.336842;0.328922
max;Энергосберегающая;14;0.336842;0.328922
max;Энергосберегающая;15;0.336842;0.328922
max;Энергосберегающая;16;0.336842;0.328922
max;Энергосберегающая;17;0.336842;0.328922
max;Энергосберегающая;18;0.336842;0.328922
max;Энергосберегающая;19;0.336842;0.328922
max;Энергосберегающая;20;0.336842;0.328922
max;Энергосберегающая;21;0.336842;0.328922
max;Энергосберегающая;22;0.336842;0.328922
max;Энергосберегающая;23;0.336842;0.328922
max;Энергосберегающая;24;0.336842;0.328922
max;Энергосберегающая;25;0.336842;0.328922
max;Энергосберегающая;26;0.336842;0.328922
max;Энергосберегающая;27;0.336842;0.328922
max;Энергосберегающая;28;0.336842;0.328922
max;Энергосберегающая;29;0.336842;0.328922
max;Энергосберегающая;30;0.336842;0.328922
min;RL (Q-learning);1;0.184615;0.078519
min;RL (Q-learning);2;0.164912;0.078519
min;RL (Q-learning);3;0.144144;0.078519
min;RL (Q-learning);4;0.164912;0.078519
min;RL (Q-learning);5;0.164912;0.078519
min;RL (Q-learning);6;0.164912;0.078519
min;RL (Q-learning);7;0.164912;0.078519
min;RL (Q-learning);8;0.184615;0.078519
min;RL (Q-learning);9;0.144144;0.078519
min;RL (Q-learning);10;0.181197;0.078519
min;RL (Q-learning);11;0.164912;0.078519
min;RL (Q-learning);12;0.144144;0.078519
min;RL (Q-learning);13;0.144144;0.078519
min;RL (Q-learning);14;0.144144;0.078519
min;RL (Q-learning);15;0.144144;0.078519
min;RL (Q-learning);16;0.144144;0.078519
min;RL (Q-learning);17;0.144144;0.078519
min;RL (Q-learning);18;0.164912;0.078519
min;RL (Q-learning);19;0.164912;0.078519
min;RL (Q-learning);20;0.144144;0.078519
min;RL (Q-learning);21;0.164912;0.078519
min;RL (Q-learning);22;0.172973;0.079387
min;RL (Q-learning);23;0.151852;0.079387
min;RL (Q-learning);24;0.151852;0.079387
min;RL (Q-learning);25;0.144144;0.078519
min;RL (Q-learning);26;0.151852;0.079387
min;RL (Q-learning);27;0.151852;0.079387
min;RL (Q-learning);28;0.172973;0.079387
min;RL (Q-learning);29;0.151852;0.079387
min;RL (Q-learning);30;0.151852;0.079387
min;Минимизация ВрЗ;1;0.182857;0.095498
min;Минимизация ВрЗ;2;0.182857;0.095498
min;Минимизация ВрЗ;3;0.182857;0.095498
min;Минимизация ВрЗ;4;0.182857;0.095498
min;Минимизация ВрЗ;5;0.182857;0.095498
min;Минимизация ВрЗ;6;0.182857;0.095498
min;Минимизация ВрЗ;7;0.182857;0.095498
min;Минимизация ВрЗ;8;0.182857;0.095498
min;Минимизация ВрЗ;9;0.182857;0.095498
min;Минимизация ВрЗ;10;0.182857;0.095498
min;Минимизация ВрЗ;11;0.182857;0.095498
min;Минимизация ВрЗ;12;0.182857;0.095498
min;Минимизация ВрЗ;13;0.182857;0.095498
min;Минимизация ВрЗ;14;0.182857;0.095498
min;Минимизация ВрЗ;15;0.182857;0.095498
min;Минимизация ВрЗ;16;0.182857;0.095498
min;Минимизация ВрЗ;17;0.182857;0.095498
min;Минимизация ВрЗ;18;0.182857;0.095498
min;Минимизация ВрЗ;19;0.182857;0.095498
min;Минимизация ВрЗ;20;0.182857;0.095498
min;Минимизация ВрЗ;21;0.182857;0.095498
min;Минимизация ВрЗ;22;0.182857;0.095498
min;Минимизация ВрЗ;23;0.182857;0.095498
min;Минимизация ВрЗ;24;0.182857;0.095498
min;Минимизация ВрЗ;25;0.182857;0.095498
min;Минимизация ВрЗ;26;0.182857;0.095498
min;Минимизация ВрЗ;27;0.182857;0.095498
min;Минимизация ВрЗ;28;0.182857;0.095498
min;Минимизация ВрЗ;29;0.182857;0.095498
min;Минимизация ВрЗ;30;0.182857;0.095498
min;Прямого перебора;1;0.000000;0.291919
min;Прямого перебора;2;0.000000;0.291919
min;Прямого перебора;3;0.000000;0.291919
min;Прямого перебора;4;0.000000;0.291919
min;Прямого перебора;5;0.000000;0.291919
min;Прямого перебора;6;0.000000;0.291919
min;Прямого перебора;7;0.000000;0.291919
min;Прямого перебора;8;0.000000;0.291919
min;Прямого перебора;9;0.000000;0.291919
min;Прямого перебора;10;0.000000;0.291919
min;Прямого перебора;11;0.000000;0.291919
min;Прямого перебора;12;0.000000;0.291919
min;Прямого перебора;13;0.000000;0.291919
min;Прямого перебора;14;0.000000;0.291919
min;Прямого перебора;15;0.000000;0.291919
min;Прямого перебора;16;0.000000;0.291919
min;Прямого перебора;17;0.000000;0.291919
min;Прямого перебора;18;0.000000;0.291919
min;Прямого перебора;19;0.000000;0.291919
min;Прямого перебора;20;0.000000;0.291919
min;Прямого перебора;21;0.000000;0.291919
min;Прямого перебора;22;0.000000;0.291919
min;Прямого перебора;23;0.000000;0.291919
min;Прямого перебора;24;0.000000;0.291919
min;Прямого перебора;25;0.000000;0.291919
min;Прямого перебора;26;0.000000;0.291919
min;Прямого перебора;27;0.000000;0.291919
min;Прямого перебора;28;0.000000;0.291919
min;Прямого перебора;29;0.000000;0.291919
min;Прямого перебора;30;0.000000;0.291919
min;Рыночных методов;1;0.179167;0.076330
min;Рыночных методов;2;0.179167;0.076330
min;Рыночных методов;3;0.179167;0.076330
min;Рыночных методов;4;0.179167;0.076330
min;Рыночных методов;5;0.179167;0.076330
min;Рыночных методов;6;0.179167;0.076330
min;Рыночных методов;7;0.179167;0.076330
min;Рыночных методов;8;0.179167;0.076330
min;Рыночных методов;9;0.179167;0.076330
min;Рыночных методов;10;0.179167;0.076330
min;Рыночных методов;11;0.179167;0.076330
min;Рыночных методов;12;0.179167;0.076330
min;Рыночных методов;13;0.179167;0.076330
min;Рыночных методов;14;0.179167;0.076330
min;Рыночных методов;15;0.179167;0.076330
min;Рыночных методов;16;0.179167;0.076330
min;Рыночных методов;17;0.179167;0.076330
min;Рыночных методов;18;0.179167;0.076330
min;Рыночных методов;19;0.179167;0.076330
min;Рыночных методов;20;0.179167;0.076330
min;Рыночных методов;21;0.179167;0.076330
min;Рыночных методов;22;0.179167;0.076330
min;Рыночных методов;23;0.179167;0.076330
min;Рыночных методов;24;0.179167;0.076330
min;Рыночных методов;25;0.179167;0.076330
min;Рыночных методов;26;0.179167;0.076330
min;Рыночных методов;27;0.179167;0.076330
min;Рыночных методов;28;0.179167;0.076330
min;Рыночных методов;29;0.179167;0.076330
min;Рыночных методов;30;0.179167;0.076330
min;Энергосберегающая;1;0.217886;0.078519
min;Энергосберегающая;2;0.217886;0.078519
min;Энергосберегающая;3;0.217886;0.078519
min;Энергосберегающая;4;0.217886;0.078519
min;Энергосберегающая;5;0.217886;0.078519
min;Энергосберегающая;6;0.217886;0.078519
min;Энергосберегающая;7;0.217886;0.078519
min;Энергосберегающая;8;0.217886;0.078519
min;Энергосберегающая;9;0.217886;0.078519
min;Энергосберегающая;10;0.217886;0.078519
min;Энергосберегающая;11;0.217886;0.078519
min;Энергосберегающая;12;0.217886;0.078519
min;Энергосберегающая;13;0.217886;0.078519
min;Энергосберегающая;14;0.217886;0.078519
min;Энергосберегающая;15;0.217886;0.078519
min;Энергосберегающая;16;0.217886;0.078519
min;Энергосберегающая;17;0.217886;0.078519
min;Энергосберегающая;18;0.217886;0.078519
min;Энергосберегающая;19;0.217886;0.078519
min;Энергосберегающая;20;0.217886;0.078519
min;Энергосберегающая;21;0.217886;0.078519
min;Энергосберегающая;22;0.217886;0.078519
min;Энергосберегающая;23;0.217886;0.078519
min;Энергосберегающая;24;0.217886;0.078519
min;Энергосберегающая;25;0.217886;0.078519
min;Энергосберегающая;26;0.217886;0.078519
min;Энергосберегающая;27;0.217886;0.078519
min;Энергосберегающая;28;0.217886;0.078519
min;Энергосберегающая;29;0.217886;0.078519
min;Энергосберегающая;30;0.217886;0.078519
